_id,_key,_rev,claims,description,label,type
WikiItems/Q1528,Q1528,_gBP4By6---,"father,position held,place of burial,GND identifier,instance of,EGAXA identifier",the second Pharaoh of the Twentieth Dynasty of Ancient Egypt,Ramesses III,item
WikiItems/Q1530,Q1530,_gBP4BzC---,"Wikivoyage banner,instance of,time zone,GND identifier,GeoNames ID",capital of Iraq,Baghdad,item
WikiItems/Q1533,Q1533,_gBP4BzK---,"GND identifier,instance of,type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,dmoz",capital and largest city of Venezuela,Caracas,item
WikiItems/Q1537,Q1537,_gBP4BzW---,"official language,capital,type of administrative territorial entity,time zone,flag,is in the administrative territorial entity,Wikivoyage banner,dmoz,instance of,category for people who died here",state of the United States of America,Wisconsin,item
WikiItems/Q1547,Q1547,_gBP4Bze---,"is in the administrative territorial entity,instance of","an international airport in Lyon, France",Lyon-Saint Exupéry Airport,item
WikiItems/Q1555,Q1555,_gBP4Bzm---,"instance of,is in the administrative territorial entity,Wikivoyage banner,dmoz,time zone",capital and largest city of the Republic of Guatemala,Guatemala City,item
WikiItems/Q1562,Q1562,_gBP4Bzu---,"is in the administrative territorial entity,instance of","quarter of Hamburg, Germany",Finkenwerder,item
WikiItems/Q1564,Q1564,_gBP4Bz2---,"is in the administrative territorial entity,instance of","district in Hamburg, Germany",Borgfelde,item
WikiItems/Q1565,Q1565,_gBP4B0C---,"is in the administrative territorial entity,instance of","quarter in Hamburg-Mitte, Hamburg, Germany",Billstedt,item
WikiItems/Q1569,Q1569,_gBP4B0K---,"is in the administrative territorial entity,instance of","district in Hamburg, Germany",Hamm,item
WikiItems/Q1574,Q1574,_gBP4B0W---,"developer,instance of,version",antivirus computer program,avast!,item
WikiItems/Q1583,Q1583,_gBP4B0i---,"is in the administrative territorial entity,instance of","quarter in Hamburg-Mitte, Hamburg, Germany",Veddel,item
WikiItems/Q1591,Q1591,_gBP4B0q---,"instance of,is in the administrative territorial entity","one of 14 quarters  in the district of Altona, Hamburg, Germany",Altona-Altstadt,item
WikiItems/Q1596,Q1596,_gBP4B0y---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,GND identifier","quarter in Hamburg, Germany",Rissen,item
WikiItems/Q1599,Q1599,_gBP4B1----,"is in the administrative territorial entity,type of administrative territorial entity,GND identifier,instance of",Indian state,Nagaland,item
WikiItems/Q1607,Q1607,_gBP4B1K---,"is in the administrative territorial entity,instance of","quarter in Altona, Hamburg, Germany",Blankenese,item
WikiItems/Q1609,Q1609,_gBP4B1S---,instance of,"quarter in Hamburg, Germany",Eidelstedt,item
WikiItems/Q1611,Q1611,_gBP4B1a---,"instance of,is in the administrative territorial entity","a quarter in the Eimsbüttel borough of Hamburg, Germany",Eimsbüttel,item
WikiItems/Q1616,Q1616,_gBP4B1m---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","quarter in Hamburg, Germany",Niendorf,item
WikiItems/Q1623,Q1623,_gBP4B1q---,"is in the administrative territorial entity,instance of,type of administrative territorial entity,population,time zone","city in Metro Manila, Philippines",Valenzuela,item
WikiItems/Q1624,Q1624,_gBP4B1y---,"is in the administrative territorial entity,instance of,population,time zone","city in Metro Manila, Philippines",Pasig,item
WikiItems/Q1627,Q1627,_gBP4B2----,"is in the administrative territorial entity,type of administrative territorial entity,instance of","borough of Hamburg, Germany",Hamburg-Nord,item
WikiItems/Q1636,Q1636,_gBP4B2G---,"Wikivoyage banner,is in the administrative territorial entity,type of administrative territorial entity,instance of,time zone",city in the Philippines,Antipolo,item
WikiItems/Q1638,Q1638,_gBP4B2S---,"GND identifier,place of birth,award received,instance of,position held,cause of death",Italian sports official and IAAF president,Primo Nebiolo,item
WikiItems/Q1641,Q1641,_gBP4B2a---,"type of administrative territorial entity,is in the administrative territorial entity,instance of","quarter of Hamburg, Germany",Bergstedt,item
WikiItems/Q1644,Q1644,_gBP4B2m---,"instance of,is in the administrative territorial entity,GND identifier",major river in Central Europe,Elbe,item
WikiItems/Q1646,Q1646,_gBP4B2u---,"GND identifier,instance of,place of birth,given name",French author (1935-2004),Françoise Sagan,item
WikiItems/Q1649,Q1649,_gBP4B26---,"capital,official language,type of administrative territorial entity,flag,is in the administrative territorial entity,Wikivoyage banner,GND identifier,dmoz,instance of,category for people who died here",state of the United States of America,Oklahoma,item
WikiItems/Q1672,Q1672,_gBP4B3C---,"instance of,IAAF ID,place of birth",Ethiopian long-distance runner,Dejen Gebremeskel,item
WikiItems/Q1673,Q1673,_gBP4B3O---,instance of,right tributary of Rhine river in Germany,Neckar,item
WikiItems/Q1681,Q1681,_gBP4B3W---,"instance of,IAAF ID,given name",Kenyan long-distance runner,Abel Mutai,item
WikiItems/Q1688,Q1688,_gBP4B3i---,"instance of,is in the administrative territorial entity",river in northern Germany,Elde,item
WikiItems/Q1691,Q1691,_gBP4B3m---,"instance of,place of birth,IAAF ID,given name",Puerto Rican hurdler,Javier Culson,item
WikiItems/Q1693,Q1693,_gBP4B3u---,"instance of,GND identifier",sea in Europe,North Sea,item
WikiItems/Q1706,Q1706,_gBP4B36---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,time zone","city in the province of Albay, Philippines",Tabaco,item
WikiItems/Q1707,Q1707,_gBP4B4C---,"time zone,instance of,is in the administrative territorial entity,Wikivoyage banner,type of administrative territorial entity,dmoz,GND identifier",city in Germany,Kiel,item
WikiItems/Q1709,Q1709,_gBP4B4O---,"is in the administrative territorial entity,time zone,type of administrative territorial entity,Wikivoyage banner,GND identifier,instance of,dmoz,category for people who died here",capital city of the German state of Mecklenburg-Vorpommern,Schwerin,item
WikiItems/Q1710,Q1710,_gBP4B4W---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,time zone,population","city in the province of Basilan, Philippines",Isabela City,item
WikiItems/Q1711,Q1711,_gBP4B4i---,"time zone,is in the administrative territorial entity,instance of,type of administrative territorial entity,Wikivoyage banner,dmoz,GND identifier,population,category for people who died here",capital city of the German state of Brandenburg,Potsdam,item
WikiItems/Q1712,Q1712,_gBP4B4q---,"instance of,IAAF ID,place of birth",Guatemalan racewalker,Erick Barrondo,item
WikiItems/Q1718,Q1718,_gBP4B42---,"is in the administrative territorial entity,GND identifier,type of administrative territorial entity,time zone,instance of,Wikivoyage banner,dmoz,category for people who died here",capital city of the German state of North Rhine-Westphalia,Düsseldorf,item
WikiItems/Q1719,Q1719,_gBP4B5----,"is in the administrative territorial entity,type of administrative territorial entity,instance of",city in the Philippines,Balanga,item
WikiItems/Q1721,Q1721,_gBP4B5G---,"is in the administrative territorial entity,instance of,time zone,type of administrative territorial entity,Wikivoyage banner,GND identifier,dmoz,category for people who died here",capital of the German state of Hesse,Wiesbaden,item
WikiItems/Q1724,Q1724,_gBP4B5S---,"Wikivoyage banner,is in the administrative territorial entity,instance of,time zone,type of administrative territorial entity,dmoz,GND identifier,category for people who died here",capital of the German state of Saarland,Saarbrücken,item
WikiItems/Q1738,Q1738,_gBP4B5a---,"instance of,place of birth,IAAF ID,given name",British high jumper,Robert Grabarz,item
WikiItems/Q1746,Q1746,_gBP4B5m---,"type of administrative territorial entity,is in the administrative territorial entity,instance of",administrative unit of the Russian Empire,Samara Governorate,item
WikiItems/Q1747,Q1747,_gBP4B5u---,"given name,instance of,place of birth,IAAF ID",Australian track and field athlete,Mitchell Watt,item
WikiItems/Q1748,Q1748,_gBP4B52---,"instance of,is in the administrative territorial entity,time zone,Wikivoyage banner,GND identifier,population,category for people who died here",capital city of Denmark,Copenhagen,item
WikiItems/Q1749,Q1749,_gBP4B6----,"list of monuments,instance of,flag,capital,exclave of,type of administrative territorial entity,time zone,is in the administrative territorial entity,Wikivoyage banner,dmoz,category for people who died here,GeoNames ID",administrative division in Russia,Kaliningrad Oblast,item
WikiItems/Q1753,Q1753,_gBP4B6K---,"instance of,place of birth,IAAF ID,given name",Italian triple jumper and long jumper,Fabrizio Donato,item
WikiItems/Q1755,Q1755,_gBP4B6S---,"instance of,IAAF ID,place of birth,award received,given name",Polish shot putter,Tomasz Majewski,item
WikiItems/Q1757,Q1757,_gBP4B6e---,"instance of,is in the administrative territorial entity,time zone,Wikivoyage banner,type of administrative territorial entity,dmoz,population,GND identifier,category for people who died here",capital city of Finland,Helsinki,item
WikiItems/Q1759,Q1759,_gBP4B6m---,"flag,capital,type of administrative territorial entity,time zone,is in the administrative territorial entity,Wikivoyage banner,instance of,GeoNames ID",federal subject of Russia,Murmansk Oblast,item
WikiItems/Q1764,Q1764,_gBP4B6y---,"GND identifier,instance of,is in the administrative territorial entity,Wikivoyage banner,dmoz,time zone,category for people who died here",capital and largest city in Iceland,Reykjavík,item
WikiItems/Q1789,Q1789,_gBP4B66---,"instance of,IAAF ID,place of birth",American decathlete,Ashton Eaton,item
WikiItems/Q1795,Q1795,_gBP4B7C---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",regency in North Sumatra,Asahan Regency,item
WikiItems/Q1802,Q1802,_gBP4B7O---,"place of birth,MusicBrainz artist ID,GND identifier,instance of,cause of death,given name",French singer-songwriter,Daniel Balavoine,item
WikiItems/Q1804,Q1804,_gBP4B7W---,"place of birth,place of burial,award received,MusicBrainz artist ID,GND identifier,instance of,given name",French singer,Barbara,item
WikiItems/Q1807,Q1807,_gBP4B7e---,"is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Eilbek,item
WikiItems/Q1810,Q1810,_gBP4B7q---,"type of administrative territorial entity,is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Hummelsbüttel,item
WikiItems/Q1812,Q1812,_gBP4B72---,"position held,place of birth,GND identifier,instance of,Sandrart.net person ID",Roman emperor,Gordian III,item
WikiItems/Q1814,Q1814,_gBP4B8----,"is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Jenfeld,item
WikiItems/Q1815,Q1815,_gBP4B8K---,"is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Lemsahl-Mellingstedt,item
WikiItems/Q1817,Q1817,_gBP4B8S---,"position held,GND identifier,instance of,place of birth,given name",Roman Emperor,Philip the Arab,item
WikiItems/Q1818,Q1818,_gBP4B8e---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","a quarter in the borough Wandsbek of Hamburg, Germany",Poppenbüttel,item
WikiItems/Q1820,Q1820,_gBP4B8m---,"type of administrative territorial entity,is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Rahlstedt,item
WikiItems/Q1821,Q1821,_gBP4B8y---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","quarter in Hamburg, Germany",Sasel,item
WikiItems/Q1826,Q1826,_gBP4B9----,"instance of,is in the administrative territorial entity,Wikivoyage banner,population","city in the province of Bohol, Philippines",Tagbilaran,item
WikiItems/Q1832,Q1832,_gBP4B9G---,"OmegaWiki Defined Meaning,element symbol,GND identifier,discovery date,instance of",element with the atomic number of 64,gadolinium,item
WikiItems/Q1834,Q1834,_gBP4B9S---,"instance of,original network",manga series,Death Note,item
WikiItems/Q1835,Q1835,_gBP4B9a---,"place of birth,member of sports team,GND identifier,award received,MusicBrainz artist ID,instance of",retired French footballer,Zinedine Zidane,item
WikiItems/Q1837,Q1837,_gBP4B9m---,"type of administrative territorial entity,is in the administrative territorial entity,instance of","quarter in Hamburg, Germany",Wohldorf-Ohlstedt,item
WikiItems/Q1839,Q1839,_gBP4B9u---,"place of birth,member of sports team,award received,MusicBrainz artist ID,instance of,given name",French association football manager,Laurent Blanc,item
WikiItems/Q1842,Q1842,_gBP4B92---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,Wikivoyage banner,time zone",capital city of the country Luxembourg,Luxembourg,item
WikiItems/Q1851,Q1851,_gBP4C-C---,"Wikivoyage banner,is in the administrative territorial entity,instance of,GND identifier,OKTMO identifier,category for people who died here,GeoNames ID",city in the northwest of Russia,Arkhangelsk,item
WikiItems/Q1859,Q1859,_gBP4C-O---,instance of,"non-denominational Christian church founded in Beijing, China",True Jesus Church,item
WikiItems/Q1860,Q1860,_gBP4C-W---,"ISO 639-3 code,instance of,GND identifier,IETF language tag",West Germanic language originating in England,English,item
WikiItems/Q1866,Q1866,_gBP4C-i---,"capital,type of administrative territorial entity,is in the administrative territorial entity,instance of",province of Indonesia,Bangka–Belitung Islands,item
WikiItems/Q1868,Q1868,_gBP4C-q---,"place of burial,father,place of birth,GND identifier,given name,instance of",Belgian author and visionary,Paul Otlet,item
WikiItems/Q1871,Q1871,_gBP4C-2---,instance of,strategic board game,Diplomacy,item
WikiItems/Q1878,Q1878,_gBP4C_----,"place of birth,GND identifier,instance of,given name,employer","German author, philosopher, and public relations manager",Michael Schmidt-Salomon,item
WikiItems/Q1885,Q1885,_gBP4C_K---,"instance of,place of birth,given name",Dutch footballer,Jürgen Locadia,item
WikiItems/Q1890,Q1890,_gBP4C_W---,"capital,type of administrative territorial entity,is in the administrative territorial entity,instance of",province of Indonesia,Bengkulu Province,item
WikiItems/Q1896,Q1896,_gBP4C_e---,"OmegaWiki Defined Meaning,element symbol,GND identifier,discovery date,instance of",chemical element with the atomic number of 100,fermium,item
WikiItems/Q1901,Q1901,_gBP4C_q---,"OmegaWiki Defined Meaning,element symbol,discovery date,GND identifier,instance of",chemical element with the atomic number of 102,nobelium,item
WikiItems/Q1911,Q1911,_gBP4C_2---,"place of birth,instance of,member of sports team,given name",French association football player,Olivier Giroud,item
WikiItems/Q1914,Q1914,_gBP4CA----,"list of monuments,Wikivoyage banner,OmegaWiki Defined Meaning,capital,official language,flag,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,category for people who died here,GeoNames ID","federal subject of Russia, republic of Russia",Republic of Karelia,item
WikiItems/Q1918,Q1918,_gBP4CAK---,"member of sports team,award received,place of birth,MusicBrainz artist ID,GND identifier,instance of,given name",French association football player,Franck Ribéry,item
WikiItems/Q1925,Q1925,_gBP4CAS---,"place of birth,instance of,given name",French association football player,Yann M'Vila,item
WikiItems/Q1928,Q1928,_gBP4CAe---,"place of birth,member of sports team,instance of",French association football player,Hatem Ben Arfa,item
WikiItems/Q1934,Q1934,_gBP4CAm---,"place of birth,member of sports team,instance of",French footballer (b.1979),Sidney Govou,item
WikiItems/Q1936,Q1936,_gBP4CAq---,"place of birth,member of sports team,instance of",French association football player,Djibril Cissé,item
WikiItems/Q1938,Q1938,_gBP4CA6---,"member of sports team,place of birth,instance of",French association football player,Bacary Sagna,item
WikiItems/Q1939,Q1939,_gBP4CBC---,"member of sports team,place of birth,instance of,given name",French association football player,Nicolas Anelka,item
WikiItems/Q1940,Q1940,_gBP4CBO---,"member of sports team,place of birth,instance of",French football player,André-Pierre Gignac,item
WikiItems/Q1946,Q1946,_gBP4CBa---,instance of,moons of the planet Jupiter,moon of Jupiter,item
WikiItems/Q1948,Q1948,_gBP4CBm---,"capital,flag,time zone,type of administrative territorial entity,is in the administrative territorial entity,Wikivoyage banner,GND identifier,dmoz,instance of,category for people who died here",province of Canada,Manitoba,item
WikiItems/Q1956,Q1956,_gBP4CBu---,"GND identifier,instance of,place of birth,award received,given name",Austrian alpine skier,Hermann Maier,item
WikiItems/Q1962,Q1962,_gBP4CB6---,"place of birth,GND identifier,instance of,given name,award received",Swiss alpine ski racer,Erika Hess,item
WikiItems/Q1971,Q1971,_gBP4CCC---,instance of,John Lennon song,Imagine,item
WikiItems/Q1972,Q1972,_gBP4CCO---,instance of,moons of the planet Saturn,moon of Saturn,item
WikiItems/Q1976,Q1976,_gBP4CCa---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of",a commune in France,Givors,item
WikiItems/Q1977,Q1977,_gBP4CCm---,"type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of",a commune in France,Rivolet,item
WikiItems/Q1987,Q1987,_gBP4CCu---,"instance of,follows,point in time",year,2002,item
WikiItems/Q1990,Q1990,_gBP4CC2---,"instance of,follows,point in time",year,2012,item
WikiItems/Q1996,Q1996,_gBP4CDC---,"instance of,follows,point in time",year,2009,item
WikiItems/Q2003,Q2003,_gBP4CDK---,"capital,flag,type of administrative territorial entity,is in the administrative territorial entity,time zone,Wikivoyage banner,dmoz,instance of,GND identifier,category for people who died here,demonym",province of Canada,Newfoundland and Labrador,item
WikiItems/Q2006,Q2006,_gBP4CDS---,"instance of,place of birth",Italian Alpine skier,Deborah Compagnoni,item
WikiItems/Q2008,Q2008,_gBP4CDe---,"is in the administrative territorial entity,instance of,UIC station code","railway station in Lyon, France",Gare de Lyon-Part-Dieu,item
WikiItems/Q2009,Q2009,_gBP4CDm---,"capital,time zone,type of administrative territorial entity,flag,is in the administrative territorial entity,Wikivoyage banner,GND identifier,dmoz,instance of",territory of Canada,Yukon,item
WikiItems/Q2011,Q2011,_gBP4CDu---,"instance of,is in the administrative territorial entity,UIC station code","railway station in Lyon, France",Gare de Lyon-Vaise,item
WikiItems/Q2013,Q2013,_gBP4CD6---,instance of,free knowledge database project hosted by Wikimedia and edited by volunteers,Wikidata,item
WikiItems/Q2016,Q2016,_gBP4CEC---,"is in the administrative territorial entity,instance of,UIC station code","railway station in Lyon, France",Gare de Lyon-Saint-Paul,item
WikiItems/Q2017,Q2017,_gBP4CEO---,instance of,collaborative wiki travel website,Wikitravel,item
WikiItems/Q2019,Q2019,_gBP4CEW---,"instance of,follows,point in time",year,2005,item
WikiItems/Q2025,Q2025,_gBP4CEe---,"instance of,PubChem ID (CID),CAS registry number,KEGG ID,ChemSpider ID","colorless, odorless, and tasteless gas",carbon monoxide,item
WikiItems/Q2026,Q2026,_gBP4CEq---,"type of administrative territorial entity,is in the administrative territorial entity,time zone,instance of",commune in France,Chambost-Allières,item
WikiItems/Q2029,Q2029,_gBP4CEy---,"is in the administrative territorial entity,instance of","history of the city of Lyon, France",history of Lyon,item
WikiItems/Q2032,Q2032,_gBP4CF----,"type of administrative territorial entity,is in the administrative territorial entity,capital,instance of",one of three districts of the Grand Duchy of Luxembourg,Luxembourg District,item
WikiItems/Q2036,Q2036,_gBP4CFK---,instance of,regional rail network in France,TER Rhône-Alpes,item
WikiItems/Q2041,Q2041,_gBP4CFS---,instance of,"list of major bridges in Lyon, France",bridges of Lyon,item
WikiItems/Q2048,Q2048,_gBP4CFe---,"instance of,follows,point in time",common year starting on Tuesday,1907,item
WikiItems/Q2049,Q2049,_gBP4CFm---,"instance of,follows,point in time",common year starting on Monday,1906,item
WikiItems/Q2052,Q2052,_gBP4CFu---,"instance of,league",professional Italian football club,ACF Fiorentina,item
WikiItems/Q2057,Q2057,_gBP4CF6---,"instance of,follows,point in time",common year starting on Friday,1909,item
WikiItems/Q2059,Q2059,_gBP4CGC---,"is in the administrative territorial entity,instance of,UIC station code","railway station Lyon, France",Gare de Lyon-Gorge-de-Loup,item
WikiItems/Q2060,Q2060,_gBP4CGK---,"instance of,follows,point in time",year,1992,item
WikiItems/Q2062,Q2062,_gBP4CGS---,"instance of,follows,point in time",year,1991,item
WikiItems/Q2063,Q2063,_gBP4CGa---,instance of,text-based open standard designed for human-readable data interchange,JavaScript Object Notation,item
WikiItems/Q2065,Q2065,_gBP4CGm---,"instance of,follows,point in time",year,1993,item
WikiItems/Q2070,Q2070,_gBP4CGu---,"instance of,follows,point in time",year,1996,item
WikiItems/Q2073,Q2073,_gBP4CG2---,"OmegaWiki Defined Meaning,capital,official language,flag,type of administrative territorial entity,time zone,is in the administrative territorial entity,instance of,Wikivoyage banner,GeoNames ID","federal subject of Russia, republic of Russia",Komi Republic,item
WikiItems/Q2074,Q2074,_gBP4CHC---,"instance of,league",professional Italian football and cricket club,Genoa Cricket and Football Club,item
WikiItems/Q2077,Q2077,_gBP4CHK---,"instance of,follows,point in time",year,1912,item
WikiItems/Q2079,Q2079,_gBP4CHW---,"instance of,is in the administrative territorial entity,time zone,Wikivoyage banner,GND identifier,type of administrative territorial entity,dmoz,category for people who died here","city in Saxony, Germany",Leipzig,item
WikiItems/Q2080,Q2080,_gBP4CHi---,"instance of,follows,point in time",year,1913,item
WikiItems/Q2081,Q2081,_gBP4CHu---,"is in the administrative territorial entity,type of administrative territorial entity,time zone,ISTAT ID,dmoz,instance of,population",Italian comune,Roseto degli Abruzzi,item
WikiItems/Q2091,Q2091,_gBP4CH2---,"instance of,follows,point in time",a year,1999,item
WikiItems/Q2096,Q2096,_gBP4CI----,"is in the administrative territorial entity,Wikivoyage banner,instance of,dmoz,population",capital city of Alberta,Edmonton,item
WikiItems/Q2100,Q2100,_gBP4CIK---,"instance of,is in the administrative territorial entity,type of administrative territorial entity,time zone,Wikivoyage banner,GND identifier,dmoz,category for people who died here",city in Germany,Duisburg,item
WikiItems/Q2104,Q2104,_gBP4CIW---,"cause of death,place of birth,instance of,Oxford Biography Index Number,given name",British racecar driver,Mike Hawthorn,item
WikiItems/Q2105,Q2105,_gBP4CIa---,"father,place of birth,member of political party,GND identifier,award received,position held,instance of,signature,given name",22nd President of the French Republic,Jacques Chirac,item
WikiItems/Q2109,Q2109,_gBP4CIm---,"is in the administrative territorial entity,type of administrative territorial entity,instance of,GND identifier",administrative division in Chile,Arica y Parinacota Region,item
WikiItems/Q2110,Q2110,_gBP4CIu---,"capital,type of administrative territorial entity,is in the administrative territorial entity,instance of",province of Indonesia,Lampung,item
WikiItems/Q2114,Q2114,_gBP4CI6---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",administrative division in Chile,Tarapacá Region,item
WikiItems/Q2119,Q2119,_gBP4CJG---,"instance of,type of administrative territorial entity,is in the administrative territorial entity,time zone,dmoz,Wikivoyage banner,GND identifier","The City of Mannheim in Baden-Württemberg, Germany.",Mannheim,item
WikiItems/Q2125,Q2125,_gBP4CJO---,"place of birth,GND identifier,instance of,NLA identifier,award received,given name",Australian Formula One champion,Jack Brabham,item
WikiItems/Q2129,Q2129,_gBP4CJa---,"GND identifier,instance of,place of birth,award received",American alpine ski racer,Bode Miller,item
WikiItems/Q2131,Q2131,_gBP4CJi---,"time zone,is in the administrative territorial entity,type of administrative territorial entity,instance of",administrative division of Chile,Santiago Metropolitan Region,item
WikiItems/Q2132,Q2132,_gBP4CJu---,"GND identifier,is in the administrative territorial entity,instance of,Wikivoyage banner,dmoz",capital of British Columbia,Victoria,item
WikiItems/Q2134,Q2134,_gBP4CJ2---,instance of,Internet slang,LOL,item
WikiItems/Q2137,Q2137,_gBP4CKC---,"is in the administrative territorial entity,instance of,OKTMO identifier,flag,time zone,type of administrative territorial entity,GeoNames ID","town in Vologda Oblast, Russia",Totma,item
WikiItems/Q2142,Q2142,_gBP4CKK---,"instance of,MusicBrainz artist ID,father",fictional character and the protagonist of the Dragon Ball manga series,Goku,item
WikiItems/Q2148,Q2148,_gBP4CKS---,,main body of the executive branch of government in the Soviet Union,Government of the Soviet Union,item
WikiItems/Q2149,Q2149,_gBP4CKe---,instance of,Wikipedia disambiguation page,XXX,item
WikiItems/Q2151,Q2151,_gBP4CKm---,"topic's main template,follows,instance of",date,January 2,item
WikiItems/Q2153,Q2153,_gBP4CKu---,"GND identifier,place of birth,instance of,member of political party,NLA identifier,NTA identifier (Netherlands),Oxford Biography Index Number",Indian nationalist leader,Subhas Chandra Bose,item
WikiItems/Q2154,Q2154,_gBP4CK6---,instance of,Identifier for a time offset from UTC of −11,UTC−11:00,item
WikiItems/Q2165,Q2165,_gBP4CLC---,"instance of,follows,point in time",year,1922,item
WikiItems/Q2173,Q2173,_gBP4CLK---,"instance of,follows,point in time",year,1924,item
WikiItems/Q2174,Q2174,_gBP4CLW---,"instance of,OKTMO identifier,flag,GeoNames ID",city in the north of Russia,Naryan-Mar,item
WikiItems/Q2175,Q2175,_gBP4CLe---,"capital,type of administrative territorial entity,is in the administrative territorial entity,instance of",province of Indonesia,Riau,item
WikiItems/Q2185,Q2185,_gBP4CLm---,"follows,GND identifier,award received,place of burial,member of political party,cause of death,place of birth,instance of,position held,given name",19th President of the French Republic,Georges Pompidou,item
WikiItems/Q2190,Q2190,_gBP4CLu---,"place of birth,MusicBrainz artist ID,GND identifier,cause of death,instance of,given name",French comedian and actor,Coluche,item
WikiItems/Q2191,Q2191,_gBP4CL6---,"list of monuments,capital,is in the administrative territorial entity,type of administrative territorial entity,flag,time zone,instance of,category for people who died here,GeoNames ID",federal subject of Russia,Leningrad Oblast,item
WikiItems/Q2192,Q2192,_gBP4CMC---,"developer,instance of",bitmap image format,Graphics Interchange Format,item
WikiItems/Q2205,Q2205,_gBP4CMO---,"is in the administrative territorial entity,instance of",city in the Philippines,Iriga,item
WikiItems/Q2207,Q2207,_gBP4CMW---,"is in the administrative territorial entity,instance of","city in Camarines Sur, Philippines",Naga,item
WikiItems/Q2214,Q2214,_gBP4CMi---,"list of monuments,population,is in the administrative territorial entity,instance of,Wikivoyage banner,GND identifier,OKTMO identifier,flag,category for people who died here,GeoNames ID","city and the administrative center of Pskov Oblast, Russia",Pskov,item
WikiItems/Q2217,Q2217,_gBP4CMq---,"is in the administrative territorial entity,type of administrative territorial entity,instance of",Chilean municipality and commune,Alto Hospicio,item
WikiItems/Q2220,Q2220,_gBP4CMu---,"instance of,is in the administrative territorial entity,GND identifier",river in Alberta and British Columbia,Peace River,item
WikiItems/Q2222,Q2222,_gBP4CM2---,"instance of,title (string),original language,GND identifier",anti-slavery novel by Harriet Beecher Stowe,Uncle Tom's Cabin,item
WikiItems/Q2229,Q2229,_gBP4CN----,"is in the administrative territorial entity,type of administrative territorial entity,instance of","municipality in Telemark county, Norway",Nissedal,item
WikiItems/Q2230,Q2230,_gBP4CNK---,"instance of,is in the administrative territorial entity,GND identifier,type of administrative territorial entity","municipality in the district of Fürth, in Bavaria, Germany",Langenzenn,item
WikiItems/Q2232,Q2232,_gBP4CNS---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","municipality in Telemark county, Norway",Kviteseid,item
WikiItems/Q2236,Q2236,_gBP4CNa---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","municipality in Telemark county, Norway",Seljord,item
WikiItems/Q2238,Q2238,_gBP4CNi---,"instance of,follows",date,January 9,item
WikiItems/Q2239,Q2239,_gBP4CNu---,"instance of,is in the administrative territorial entity","town and suburb of Copenhagen, Denmark",Kongens Lyngby,item
WikiItems/Q2241,Q2241,_gBP4CN2---,"is in the administrative territorial entity,type of administrative territorial entity,instance of","municipality in Telemark county, Norway",Tokke,item
WikiItems/Q2243,Q2243,_gBP4CO----,"follows,instance of",date,January 10,item
WikiItems/Q2255,Q2255,_gBP4COG---,"instance of,follows",date,January 13,item
WikiItems/Q2260,Q2260,_gBP4COO---,"follows,instance of",date,January 15,item
WikiItems/Q2261,Q2261,_gBP4COa---,"instance of,follows",date,January 16,item
WikiItems/Q2264,Q2264,_gBP4COi---,"instance of,follows",date,January 17,item
WikiItems/Q2271,Q2271,_gBP4COu---,"capital,type of administrative territorial entity,is in the administrative territorial entity,instance of",province of Indonesia,South Sumatra,item
WikiItems/Q2272,Q2272,_gBP4CO2---,"Wikivoyage banner,is in the administrative territorial entity,type of administrative territorial entity,instance of","city and municipality in Telemark county, Norway",Skien,item
WikiItems/Q2273,Q2273,_gBP4CPC---,"instance of,follows",date,January 21,item
WikiItems/Q2276,Q2276,_gBP4CPK---,"instance of,follows",date,January 23,item
WikiItems/Q2281,Q2281,_gBP4CPW---,"instance of,from fictional universe,present in work",primary antagonist and titular character of J. R. R. Tolkien's The Lord of the Rings,Sauron,item
WikiItems/Q2282,Q2282,_gBP4CPi---,"instance of,follows",date,January 26,item
WikiItems/Q2293,Q2293,_gBP4CPu---,instance of,TV series,Chuck,item
WikiItems/Q2294,Q2294,_gBP4CP2---,"interaction,opposite of,GND identifier",subatomic particle with positive charge,proton,item
WikiItems/Q2300,Q2300,_gBP4CQ----,"instance of,follows",date,December 5,item
WikiItems/Q2301,Q2301,_gBP4CQG---,"instance of,follows",date,December 8,item
